battery,exec_timestamp,planning_timestamp,task,scheduler,device,day,exec_date,plan_date,step,delay,outlier
80,1585575902551,1585575842479,dummy,advanced,A1,1,2020-03-30T13:45:02Z,2020-03-30T13:44:02Z,200,0.07200002670288086,no
80,1585575962624,1585575902514,dummy,advanced,A1,1,2020-03-30T13:46:02Z,2020-03-30T13:45:02Z,201,0.1100001335144043,no
80,1585576023719,1585575962571,dummy,advanced,A1,1,2020-03-30T13:47:03Z,2020-03-30T13:46:02Z,202,1.1480000019073486,no
80,1585576084849,1585576023685,dummy,advanced,A1,1,2020-03-30T13:48:04Z,2020-03-30T13:47:03Z,203,1.1640000343322754,no
80,1585576145236,1585576084814,dummy,advanced,A1,1,2020-03-30T13:49:05Z,2020-03-30T13:48:04Z,204,0.4220001697540283,no
80,1585576205390,1585576145202,dummy,advanced,A1,1,2020-03-30T13:50:05Z,2020-03-30T13:49:05Z,205,0.18800020217895508,no
80,1585576265862,1585576205348,dummy,advanced,A1,1,2020-03-30T13:51:05Z,2020-03-30T13:50:05Z,206,0.51399993896484375,no
80,1585576326006,1585576265818,dummy,advanced,A1,1,2020-03-30T13:52:06Z,2020-03-30T13:51:05Z,207,0.18799996376037598,no
80,1585576386605,1585576325970,dummy,advanced,A1,1,2020-03-30T13:53:06Z,2020-03-30T13:52:05Z,208,0.6349999904632568,no
80,1585576446937,1585576386568,dummy,advanced,A1,1,2020-03-30T13:54:06Z,2020-03-30T13:53:06Z,209,0.3689999580383301,no
80,1585576506983,1585576446892,dummy,advanced,A1,1,2020-03-30T13:55:06Z,2020-03-30T13:54:06Z,210,0.09100008010864258,no
80,1585576567892,1585576506929,dummy,advanced,A1,1,2020-03-30T13:56:07Z,2020-03-30T13:55:06Z,211,0.9630000591278076,no
80,1585576628747,1585576567858,dummy,advanced,A1,1,2020-03-30T13:57:08Z,2020-03-30T13:56:07Z,212,0.88899993896484375,no
80,1585576688941,1585576628702,dummy,advanced,A1,1,2020-03-30T13:58:08Z,2020-03-30T13:57:08Z,213,0.2390000820159912,no
80,1585576749136,1585576688892,dummy,advanced,A1,1,2020-03-30T13:59:09Z,2020-03-30T13:58:08Z,214,0.24399995803833008,no
80,1585576809827,1585576749099,dummy,advanced,A1,1,2020-03-30T14:00:09Z,2020-03-30T13:59:09Z,215,0.7279999256134033,no
80,1585576869973,1585576809776,dummy,advanced,A1,1,2020-03-30T14:01:09Z,2020-03-30T14:00:09Z,216,0.19700002670288086,no
80,1585576930461,1585576869934,dummy,advanced,A1,1,2020-03-30T14:02:10Z,2020-03-30T14:01:09Z,217,0.5269999504089355,no
80,1585576990779,1585576930426,dummy,advanced,A1,1,2020-03-30T14:03:10Z,2020-03-30T14:02:10Z,218,0.3529999256134033,no
80,1585577051062,1585576990744,dummy,advanced,A1,1,2020-03-30T14:04:11Z,2020-03-30T14:03:10Z,219,0.31800007820129395,no
80,1585577111612,1585577051029,dummy,advanced,A1,1,2020-03-30T14:05:11Z,2020-03-30T14:04:11Z,220,0.5829999446868896,no
80,1585577171673,1585577111569,dummy,advanced,A1,1,2020-03-30T14:06:11Z,2020-03-30T14:05:11Z,221,0.10400009155273437,no
80,1585577231698,1585577171605,dummy,advanced,A1,1,2020-03-30T14:07:11Z,2020-03-30T14:06:11Z,222,0.09299993515014648,no
80,1585577291783,1585577231660,dummy,advanced,A1,1,2020-03-30T14:08:11Z,2020-03-30T14:07:11Z,223,0.12299990653991699,no
80,1585577351818,1585577291716,dummy,advanced,A1,1,2020-03-30T14:09:11Z,2020-03-30T14:08:11Z,224,0.10199999809265137,no
80,1585577412661,1585577351760,dummy,advanced,A1,1,2020-03-30T14:10:12Z,2020-03-30T14:09:11Z,225,0.9010000228881836,no
80,1585577472706,1585577412609,dummy,advanced,A1,1,2020-03-30T14:11:12Z,2020-03-30T14:10:12Z,226,0.0970001220703125,no
80,1585577532782,1585577472641,dummy,advanced,A1,1,2020-03-30T14:12:12Z,2020-03-30T14:11:12Z,227,0.14100003242492676,no
80,1585577592824,1585577532708,dummy,advanced,A1,1,2020-03-30T14:13:12Z,2020-03-30T14:12:12Z,228,0.11599993705749512,no
80,1585577652881,1585577592757,dummy,advanced,A1,1,2020-03-30T14:14:12Z,2020-03-30T14:13:12Z,229,0.12400007247924805,no
80,1585577712910,1585577652838,dummy,advanced,A1,1,2020-03-30T14:15:12Z,2020-03-30T14:14:12Z,230,0.07200002670288086,no
80,1585577772986,1585577712872,dummy,advanced,A1,1,2020-03-30T14:16:12Z,2020-03-30T14:15:12Z,231,0.11400008201599121,no
80,1585577833013,1585577772927,dummy,advanced,A1,1,2020-03-30T14:17:13Z,2020-03-30T14:16:12Z,232,0.08599996566772461,no
80,1585577893077,1585577832959,dummy,advanced,A1,1,2020-03-30T14:18:13Z,2020-03-30T14:17:12Z,233,0.11799979209899902,no
80,1585577953117,1585577893030,dummy,advanced,A1,1,2020-03-30T14:19:13Z,2020-03-30T14:18:13Z,234,0.08700013160705566,no
80,1585578013192,1585577953062,dummy,advanced,A1,1,2020-03-30T14:20:13Z,2020-03-30T14:19:13Z,235,0.12999987602233887,no
80,1585578073234,1585578013126,dummy,advanced,A1,1,2020-03-30T14:21:13Z,2020-03-30T14:20:13Z,236,0.10800004005432129,no
80,1585578133300,1585578073162,dummy,advanced,A1,1,2020-03-30T14:22:13Z,2020-03-30T14:21:13Z,237,0.1380000114440918,no
80,1585578193465,1585578133239,dummy,advanced,A1,1,2020-03-30T14:23:13Z,2020-03-30T14:22:13Z,238,0.2259998321533203,no
80,1585578253423,1585578193276,dummy,advanced,A1,1,2020-03-30T14:24:13Z,2020-03-30T14:23:13Z,239,0.14700007438659668,no
80,1585578313545,1585578253347,dummy,advanced,A1,1,2020-03-30T14:25:13Z,2020-03-30T14:24:13Z,240,0.19800019264221191,no
80,1585578373584,1585578313507,dummy,advanced,A1,1,2020-03-30T14:26:13Z,2020-03-30T14:25:13Z,241,0.07700014114379883,no
80,1585578433621,1585578373528,dummy,advanced,A1,1,2020-03-30T14:27:13Z,2020-03-30T14:26:13Z,242,0.09299993515014648,no
80,1585578493771,1585578433580,dummy,advanced,A1,1,2020-03-30T14:28:13Z,2020-03-30T14:27:13Z,243,0.19099998474121094,no
80,1585578554761,1585578493727,dummy,advanced,A1,1,2020-03-30T14:29:14Z,2020-03-30T14:28:13Z,244,1.0339999198913574,no
80,1585578615790,1585578554722,dummy,advanced,A1,1,2020-03-30T14:30:15Z,2020-03-30T14:29:14Z,245,1.068000078201294,no
80,1585578676844,1585578615759,dummy,advanced,A1,1,2020-03-30T14:31:16Z,2020-03-30T14:30:15Z,246,1.0850000381469727,no
80,1585578737373,1585578676810,dummy,advanced,A1,1,2020-03-30T14:32:17Z,2020-03-30T14:31:16Z,247,0.562999963760376,no
80,1585578797488,1585578737334,dummy,advanced,A1,1,2020-03-30T14:33:17Z,2020-03-30T14:32:17Z,248,0.15399980545043945,no
80,1585578858498,1585578797454,dummy,advanced,A1,1,2020-03-30T14:34:18Z,2020-03-30T14:33:17Z,249,1.0439999103546143,no
80,1585578919546,1585578858453,dummy,advanced,A1,1,2020-03-30T14:35:19Z,2020-03-30T14:34:18Z,250,1.0929999351501465,no
80,1585578979877,1585578919505,dummy,advanced,A1,1,2020-03-30T14:36:19Z,2020-03-30T14:35:19Z,251,0.37199997901916504,no
80,1585579041016,1585578979840,dummy,advanced,A1,1,2020-03-30T14:37:21Z,2020-03-30T14:36:19Z,252,1.1760001182556152,no
80,1585579101228,1585579040972,dummy,advanced,A1,1,2020-03-30T14:38:21Z,2020-03-30T14:37:20Z,253,0.2560000419616699,no
80,1585579161426,1585579101188,dummy,advanced,A1,1,2020-03-30T14:39:21Z,2020-03-30T14:38:21Z,254,0.23800015449523926,no
80,1585579221642,1585579161391,dummy,advanced,A1,1,2020-03-30T14:40:21Z,2020-03-30T14:39:21Z,255,0.25099992752075195,no
80,1585579282649,1585579221607,dummy,advanced,A1,1,2020-03-30T14:41:22Z,2020-03-30T14:40:21Z,256,1.0419998168945313,no
80,1585579343003,1585579282609,dummy,advanced,A1,1,2020-03-30T14:42:23Z,2020-03-30T14:41:22Z,257,0.3940000534057617,no
80,1585579403810,1585579342971,dummy,advanced,A1,1,2020-03-30T14:43:23Z,2020-03-30T14:42:22Z,258,0.8389999866485596,no
80,1585579463993,1585579403769,dummy,advanced,A1,1,2020-03-30T14:44:23Z,2020-03-30T14:43:23Z,259,0.2239999771118164,no
80,1585579524127,1585579463953,dummy,advanced,A1,1,2020-03-30T14:45:24Z,2020-03-30T14:44:23Z,260,0.17400002479553223,no
80,1585579584510,1585579524090,dummy,advanced,A1,1,2020-03-30T14:46:24Z,2020-03-30T14:45:24Z,261,0.4200000762939453,no
80,1585579645589,1585579584472,dummy,advanced,A1,1,2020-03-30T14:47:25Z,2020-03-30T14:46:24Z,262,1.1170001029968262,no
80,1585579706574,1585579645545,dummy,advanced,A1,1,2020-03-30T14:48:26Z,2020-03-30T14:47:25Z,263,1.0289998054504395,no
79,1585579770823,1585579687936,dummy,advanced,A1,1,2020-03-30T14:49:30Z,2020-03-30T14:48:07Z,264,22.88699984550476,yes
79,1585579830796,1585579770676,dummy,advanced,A1,1,2020-03-30T14:50:30Z,2020-03-30T14:49:30Z,265,0.11999988555908203,no
79,1585579890924,1585579830709,dummy,advanced,A1,1,2020-03-30T14:51:30Z,2020-03-30T14:50:30Z,266,0.21499991416931152,no
79,1585579950972,1585579890869,dummy,advanced,A1,1,2020-03-30T14:52:30Z,2020-03-30T14:51:30Z,267,0.10299992561340332,no
79,1585580011085,1585579950905,dummy,advanced,A1,1,2020-03-30T14:53:31Z,2020-03-30T14:52:30Z,268,0.18000006675720215,no
79,1585580071080,1585580010986,dummy,advanced,A1,1,2020-03-30T14:54:31Z,2020-03-30T14:53:30Z,269,0.09399986267089844,no
79,1585580131188,1585580071032,dummy,advanced,A1,1,2020-03-30T14:55:31Z,2020-03-30T14:54:31Z,270,0.15599989891052246,no
79,1585580191227,1585580131132,dummy,advanced,A1,1,2020-03-30T14:56:31Z,2020-03-30T14:55:31Z,271,0.09500002861022949,no
79,1585580251286,1585580191157,dummy,advanced,A1,1,2020-03-30T14:57:31Z,2020-03-30T14:56:31Z,272,0.12899994850158691,no
79,1585580311323,1585580251227,dummy,advanced,A1,1,2020-03-30T14:58:31Z,2020-03-30T14:57:31Z,273,0.09599995613098145,no
79,1585580371694,1585580311261,dummy,advanced,A1,1,2020-03-30T14:59:31Z,2020-03-30T14:58:31Z,274,0.4330000877380371,no
79,1585580432762,1585580371641,dummy,advanced,A1,1,2020-03-30T15:00:32Z,2020-03-30T14:59:31Z,275,1.121000051498413,no
79,1585580493644,1585580432695,dummy,advanced,A1,1,2020-03-30T15:01:33Z,2020-03-30T15:00:32Z,276,0.9490001201629639,no
79,1585580553881,1585580493579,dummy,advanced,A1,1,2020-03-30T15:02:33Z,2020-03-30T15:01:33Z,277,0.3020000457763672,no
79,1585580614964,1585580553821,dummy,advanced,A1,1,2020-03-30T15:03:34Z,2020-03-30T15:02:33Z,278,1.1429998874664307,no
79,1585580675515,1585580614916,dummy,advanced,A1,1,2020-03-30T15:04:35Z,2020-03-30T15:03:34Z,279,0.5990002155303955,no
79,1585580736293,1585580675320,dummy,advanced,A1,1,2020-03-30T15:05:36Z,2020-03-30T15:04:35Z,280,0.9730000495910645,no
79,1585580796420,1585580736250,dummy,advanced,A1,1,2020-03-30T15:06:36Z,2020-03-30T15:05:36Z,281,0.1700000762939453,no
79,1585580857283,1585580796364,dummy,advanced,A1,1,2020-03-30T15:07:37Z,2020-03-30T15:06:36Z,282,0.9189999103546143,no
79,1585580918290,1585580857244,dummy,advanced,A1,1,2020-03-30T15:08:38Z,2020-03-30T15:07:37Z,283,1.0460000038146973,no
79,1585580979141,1585580918232,dummy,advanced,A1,1,2020-03-30T15:09:39Z,2020-03-30T15:08:38Z,284,0.9089999198913574,no
79,1585581040026,1585580979091,dummy,advanced,A1,1,2020-03-30T15:10:40Z,2020-03-30T15:09:39Z,285,0.934999942779541,no
79,1585581100197,1585581039980,dummy,advanced,A1,1,2020-03-30T15:11:40Z,2020-03-30T15:10:39Z,286,0.21700000762939453,no
79,1585581161271,1585581100147,dummy,advanced,A1,1,2020-03-30T15:12:41Z,2020-03-30T15:11:40Z,287,1.123999834060669,no
79,1585581222085,1585581161220,dummy,advanced,A1,1,2020-03-30T15:13:42Z,2020-03-30T15:12:41Z,288,0.8650000095367432,no
79,1585581282150,1585581222045,dummy,advanced,A1,1,2020-03-30T15:14:42Z,2020-03-30T15:13:42Z,289,0.10500001907348633,no
79,1585581343041,1585581282098,dummy,advanced,A1,1,2020-03-30T15:15:43Z,2020-03-30T15:14:42Z,290,0.9429998397827148,no
79,1585581403617,1585581343001,dummy,advanced,A1,1,2020-03-30T15:16:43Z,2020-03-30T15:15:43Z,291,0.6160001754760742,no
79,1585581464658,1585581403568,dummy,advanced,A1,1,2020-03-30T15:17:44Z,2020-03-30T15:16:43Z,292,1.0899999141693115,no
79,1585581525661,1585581464600,dummy,advanced,A1,1,2020-03-30T15:18:45Z,2020-03-30T15:17:44Z,293,1.061000108718872,no
79,1585581586619,1585581525611,dummy,advanced,A1,1,2020-03-30T15:19:46Z,2020-03-30T15:18:45Z,294,1.0079998970031738,no
79,1585581647490,1585581586581,dummy,advanced,A1,1,2020-03-30T15:20:47Z,2020-03-30T15:19:46Z,295,0.9089999198913574,no
79,1585581708526,1585581647432,dummy,advanced,A1,1,2020-03-30T15:21:48Z,2020-03-30T15:20:47Z,296,1.0940001010894775,no
79,1585581769310,1585581708484,dummy,advanced,A1,1,2020-03-30T15:22:49Z,2020-03-30T15:21:48Z,297,0.8259999752044678,no
79,1585581830428,1585581769268,dummy,advanced,A1,1,2020-03-30T15:23:50Z,2020-03-30T15:22:49Z,298,1.1600000858306885,no
79,1585581891131,1585581830376,dummy,advanced,A1,1,2020-03-30T15:24:51Z,2020-03-30T15:23:50Z,299,0.755000114440918,no
79,1585581951152,1585581891059,dummy,advanced,A1,1,2020-03-30T15:25:51Z,2020-03-30T15:24:51Z,300,0.09299993515014648,no
79,1585582011807,1585581951105,dummy,advanced,A1,1,2020-03-30T15:26:51Z,2020-03-30T15:25:51Z,301,0.7019999027252197,no
79,1585582072639,1585582011759,dummy,advanced,A1,1,2020-03-30T15:27:52Z,2020-03-30T15:26:51Z,302,0.8799998760223389,no
79,1585582132652,1585582072594,dummy,advanced,A1,1,2020-03-30T15:28:52Z,2020-03-30T15:27:52Z,303,0.05799984931945801,no
79,1585582193446,1585582132610,dummy,advanced,A1,1,2020-03-30T15:29:53Z,2020-03-30T15:28:52Z,304,0.8360002040863037,no
79,1585582253468,1585582193394,dummy,advanced,A1,1,2020-03-30T15:30:53Z,2020-03-30T15:29:53Z,305,0.07399988174438477,no
79,1585582314301,1585582253420,dummy,advanced,A1,1,2020-03-30T15:31:54Z,2020-03-30T15:30:53Z,306,0.8810000419616699,no
79,1585582374466,1585582314243,dummy,advanced,A1,1,2020-03-30T15:32:54Z,2020-03-30T15:31:54Z,307,0.22300004959106445,no
78,1585582434495,1585582374423,dummy,advanced,A1,1,2020-03-30T15:33:54Z,2020-03-30T15:32:54Z,308,0.07199978828430176,no
78,1585582494540,1585582434445,dummy,advanced,A1,1,2020-03-30T15:34:54Z,2020-03-30T15:33:54Z,309,0.09500002861022949,no
78,1585582554570,1585582494494,dummy,advanced,A1,1,2020-03-30T15:35:54Z,2020-03-30T15:34:54Z,310,0.07599997520446777,no
78,1585582614631,1585582554525,dummy,advanced,A1,1,2020-03-30T15:36:54Z,2020-03-30T15:35:54Z,311,0.10599994659423828,no
78,1585582674650,1585582614580,dummy,advanced,A1,1,2020-03-30T15:37:54Z,2020-03-30T15:36:54Z,312,0.07000017166137695,no
77,1585582738810,1585582702592,dummy,advanced,A1,1,2020-03-30T15:38:58Z,2020-03-30T15:38:22Z,313,-23.782000064849854,yes
77,1585582798853,1585582702592,dummy,advanced,A1,1,2020-03-30T15:39:58Z,2020-03-30T15:38:22Z,314,36.26099991798401,yes
77,1585582858909,1585582798720,dummy,advanced,A1,1,2020-03-30T15:40:58Z,2020-03-30T15:39:58Z,315,0.18899989128112793,no
76,1585582923200,1585582833664,dummy,advanced,A1,1,2020-03-30T15:42:03Z,2020-03-30T15:40:33Z,316,29.53600001335144,yes
76,1585582987341,1585582964736,dummy,advanced,A1,1,2020-03-30T15:43:07Z,2020-03-30T15:42:44Z,317,-37.394999980926514,yes
76,1585583047238,1585582987163,dummy,advanced,A1,1,2020-03-30T15:44:07Z,2020-03-30T15:43:07Z,318,0.07499980926513672,no
76,1585583111434,1585583095808,dummy,advanced,A1,1,2020-03-30T15:45:11Z,2020-03-30T15:44:55Z,319,-44.37400007247925,yes
76,1585583171369,1585583111291,dummy,advanced,A1,1,2020-03-30T15:46:11Z,2020-03-30T15:45:11Z,320,0.07800006866455078,no
76,1585583231848,1585583171319,dummy,advanced,A1,1,2020-03-30T15:47:11Z,2020-03-30T15:46:11Z,321,0.5290000438690186,no
76,1585583292585,1585583231785,dummy,advanced,A1,1,2020-03-30T15:48:12Z,2020-03-30T15:47:11Z,322,0.7999999523162842,no
75,1585583352611,1585583292531,dummy,advanced,A1,1,2020-03-30T15:49:12Z,2020-03-30T15:48:12Z,323,0.08000016212463379,no
75,1585583412694,1585583352558,dummy,advanced,A1,1,2020-03-30T15:50:12Z,2020-03-30T15:49:12Z,324,0.1359999179840088,no
75,1585583472902,1585583412637,dummy,advanced,A1,1,2020-03-30T15:51:12Z,2020-03-30T15:50:12Z,325,0.2649998664855957,no
75,1585583533207,1585583472849,dummy,advanced,A1,1,2020-03-30T15:52:13Z,2020-03-30T15:51:12Z,326,0.3580000400543213,no
75,1585583594067,1585583533155,dummy,advanced,A1,1,2020-03-30T15:53:14Z,2020-03-30T15:52:13Z,327,0.9119999408721924,no
75,1585583654681,1585583594021,dummy,advanced,A1,1,2020-03-30T15:54:14Z,2020-03-30T15:53:14Z,328,0.6600000858306885,no
75,1585583715126,1585583654634,dummy,advanced,A1,1,2020-03-30T15:55:15Z,2020-03-30T15:54:14Z,329,0.49199986457824707,no
75,1585583776131,1585583715077,dummy,advanced,A1,1,2020-03-30T15:56:16Z,2020-03-30T15:55:15Z,330,1.0540001392364502,no
75,1585583836811,1585583776089,dummy,advanced,A1,1,2020-03-30T15:57:16Z,2020-03-30T15:56:16Z,331,0.7220001220703125,no
75,1585583897623,1585583836766,dummy,advanced,A1,1,2020-03-30T15:58:17Z,2020-03-30T15:57:16Z,332,0.8569998741149902,no
75,1585583958507,1585583897581,dummy,advanced,A1,1,2020-03-30T15:59:18Z,2020-03-30T15:58:17Z,333,0.9259998798370361,no
75,1585584019677,1585583958468,dummy,advanced,A1,1,2020-03-30T16:00:19Z,2020-03-30T15:59:18Z,334,1.2090001106262207,no
75,1585584079793,1585584019583,dummy,advanced,A1,1,2020-03-30T16:01:19Z,2020-03-30T16:00:19Z,335,0.21000003814697266,no
75,1585584140981,1585584079751,dummy,advanced,A1,1,2020-03-30T16:02:20Z,2020-03-30T16:01:19Z,336,1.2300000190734863,no
75,1585584201008,1585584140945,dummy,advanced,A1,1,2020-03-30T16:03:21Z,2020-03-30T16:02:20Z,337,0.06299996376037598,no
75,1585584261831,1585584200978,dummy,advanced,A1,1,2020-03-30T16:04:21Z,2020-03-30T16:03:20Z,338,0.8530001640319824,no
75,1585584322604,1585584261789,dummy,advanced,A1,1,2020-03-30T16:05:22Z,2020-03-30T16:04:21Z,339,0.815000057220459,no
75,1585584382829,1585584322565,dummy,advanced,A1,1,2020-03-30T16:06:22Z,2020-03-30T16:05:22Z,340,0.26399993896484375,no
75,1585584443825,1585584382787,dummy,advanced,A1,1,2020-03-30T16:07:23Z,2020-03-30T16:06:22Z,341,1.0380001068115234,no
75,1585584504066,1585584443781,dummy,advanced,A1,1,2020-03-30T16:08:24Z,2020-03-30T16:07:23Z,342,0.2850000858306885,no
75,1585584564096,1585584504022,dummy,advanced,A1,1,2020-03-30T16:09:24Z,2020-03-30T16:08:24Z,343,0.07399988174438477,no
75,1585584625256,1585584564049,dummy,advanced,A1,1,2020-03-30T16:10:25Z,2020-03-30T16:09:24Z,344,1.2070000171661377,no
75,1585584686277,1585584625213,dummy,advanced,A1,1,2020-03-30T16:11:26Z,2020-03-30T16:10:25Z,345,1.063999891281128,no
75,1585584746612,1585584686227,dummy,advanced,A1,1,2020-03-30T16:12:26Z,2020-03-30T16:11:26Z,346,0.38499999046325684,no
75,1585584807513,1585584746569,dummy,advanced,A1,1,2020-03-30T16:13:27Z,2020-03-30T16:12:26Z,347,0.9440000057220459,no
75,1585584867716,1585584807476,dummy,advanced,A1,1,2020-03-30T16:14:27Z,2020-03-30T16:13:27Z,348,0.24000000953674316,no
75,1585584927983,1585584867677,dummy,advanced,A1,1,2020-03-30T16:15:27Z,2020-03-30T16:14:27Z,349,0.3059999942779541,no
75,1585584988552,1585584927936,dummy,advanced,A1,1,2020-03-30T16:16:28Z,2020-03-30T16:15:27Z,350,0.6159999370574951,no
75,1585585048693,1585584988511,dummy,advanced,A1,1,2020-03-30T16:17:28Z,2020-03-30T16:16:28Z,351,0.18200016021728516,no
75,1585585109859,1585585048652,dummy,advanced,A1,1,2020-03-30T16:18:29Z,2020-03-30T16:17:28Z,352,1.2070000171661377,no
75,1585585170004,1585585109811,dummy,advanced,A1,1,2020-03-30T16:19:30Z,2020-03-30T16:18:29Z,353,0.19299983978271484,no
75,1585585230477,1585585169964,dummy,advanced,A1,1,2020-03-30T16:20:30Z,2020-03-30T16:19:29Z,354,0.5130000114440918,no
75,1585585290849,1585585230427,dummy,advanced,A1,1,2020-03-30T16:21:30Z,2020-03-30T16:20:30Z,355,0.4219999313354492,no
75,1585585350919,1585585290811,dummy,advanced,A1,1,2020-03-30T16:22:30Z,2020-03-30T16:21:30Z,356,0.10799980163574219,no
75,1585585410910,1585585350847,dummy,advanced,A1,1,2020-03-30T16:23:30Z,2020-03-30T16:22:30Z,357,0.06300020217895508,no
75,1585585471031,1585585410880,dummy,advanced,A1,1,2020-03-30T16:24:31Z,2020-03-30T16:23:30Z,358,0.1509997844696045,no
75,1585585532162,1585585470990,dummy,advanced,A1,1,2020-03-30T16:25:32Z,2020-03-30T16:24:30Z,359,1.1719999313354492,no
75,1585585592692,1585585532121,dummy,advanced,A1,1,2020-03-30T16:26:32Z,2020-03-30T16:25:32Z,360,0.5709998607635498,no
75,1585585653673,1585585592653,dummy,advanced,A1,1,2020-03-30T16:27:33Z,2020-03-30T16:26:32Z,361,1.0199999809265137,no
75,1585585713994,1585585653625,dummy,advanced,A1,1,2020-03-30T16:28:33Z,2020-03-30T16:27:33Z,362,0.3689999580383301,no
75,1585585774013,1585585713919,dummy,advanced,A1,1,2020-03-30T16:29:34Z,2020-03-30T16:28:33Z,363,0.09400010108947754,no
75,1585585834093,1585585773959,dummy,advanced,A1,1,2020-03-30T16:30:34Z,2020-03-30T16:29:33Z,364,0.13399982452392578,no
75,1585585894262,1585585834041,dummy,advanced,A1,1,2020-03-30T16:31:34Z,2020-03-30T16:30:34Z,365,0.22100019454956055,no
75,1585585954751,1585585894229,dummy,advanced,A1,1,2020-03-30T16:32:34Z,2020-03-30T16:31:34Z,366,0.5219998359680176,no
75,1585586015743,1585585954707,dummy,advanced,A1,1,2020-03-30T16:33:35Z,2020-03-30T16:32:34Z,367,1.0360000133514404,no
75,1585586075969,1585586015697,dummy,advanced,A1,1,2020-03-30T16:34:35Z,2020-03-30T16:33:35Z,368,0.2720000743865967,no
75,1585586136007,1585586075924,dummy,advanced,A1,1,2020-03-30T16:35:36Z,2020-03-30T16:34:35Z,369,0.08299994468688965,no
75,1585586197021,1585586135959,dummy,advanced,A1,1,2020-03-30T16:36:37Z,2020-03-30T16:35:35Z,370,1.061999797821045,no
75,1585586257375,1585586196976,dummy,advanced,A1,1,2020-03-30T16:37:37Z,2020-03-30T16:36:36Z,371,0.3989999294281006,no
75,1585586317975,1585586257341,dummy,advanced,A1,1,2020-03-30T16:38:37Z,2020-03-30T16:37:37Z,372,0.6339998245239258,no
75,1585586378928,1585586317913,dummy,advanced,A1,1,2020-03-30T16:39:38Z,2020-03-30T16:38:37Z,373,1.0149998664855957,no
75,1585586439188,1585586378886,dummy,advanced,A1,1,2020-03-30T16:40:39Z,2020-03-30T16:39:38Z,374,0.3020000457763672,no
75,1585586499706,1585586439145,dummy,advanced,A1,1,2020-03-30T16:41:39Z,2020-03-30T16:40:39Z,375,0.5610001087188721,no
75,1585586560013,1585586499669,dummy,advanced,A1,1,2020-03-30T16:42:40Z,2020-03-30T16:41:39Z,376,0.34400010108947754,no
75,1585586620950,1585586559971,dummy,advanced,A1,1,2020-03-30T16:43:40Z,2020-03-30T16:42:39Z,377,0.9790000915527344,no
75,1585586681008,1585586620911,dummy,advanced,A1,1,2020-03-30T16:44:41Z,2020-03-30T16:43:40Z,378,0.0969998836517334,no
75,1585586742178,1585586680942,dummy,advanced,A1,1,2020-03-30T16:45:42Z,2020-03-30T16:44:40Z,379,1.2360000610351563,no
75,1585586803310,1585586742135,dummy,advanced,A1,1,2020-03-30T16:46:43Z,2020-03-30T16:45:42Z,380,1.1749999523162842,no
75,1585586864408,1585586803269,dummy,advanced,A1,1,2020-03-30T16:47:44Z,2020-03-30T16:46:43Z,381,1.1389999389648437,no
75,1585586925354,1585586864360,dummy,advanced,A1,1,2020-03-30T16:48:45Z,2020-03-30T16:47:44Z,382,0.9940001964569092,no
75,1585586985818,1585586925285,dummy,advanced,A1,1,2020-03-30T16:49:45Z,2020-03-30T16:48:45Z,383,0.5329999923706055,no
75,1585587046362,1585586985777,dummy,advanced,A1,1,2020-03-30T16:50:46Z,2020-03-30T16:49:45Z,384,0.5850000381469727,no
75,1585587106393,1585587046317,dummy,advanced,A1,1,2020-03-30T16:51:46Z,2020-03-30T16:50:46Z,385,0.07599997520446777,no
74,1585587166437,1585587106346,dummy,advanced,A1,1,2020-03-30T16:52:46Z,2020-03-30T16:51:46Z,386,0.09100008010864258,no
74,1585587226473,1585587166396,dummy,advanced,A1,1,2020-03-30T16:53:46Z,2020-03-30T16:52:46Z,387,0.07700014114379883,no
74,1585587286550,1585587226435,dummy,advanced,A1,1,2020-03-30T16:54:46Z,2020-03-30T16:53:46Z,388,0.11500000953674316,no
74,1585587346539,1585587286478,dummy,advanced,A1,1,2020-03-30T16:55:46Z,2020-03-30T16:54:46Z,389,0.06100010871887207,no
74,1585587406623,1585587346505,dummy,advanced,A1,1,2020-03-30T16:56:46Z,2020-03-30T16:55:46Z,390,0.11799979209899902,no
74,1585587466662,1585587406580,dummy,advanced,A1,1,2020-03-30T16:57:46Z,2020-03-30T16:56:46Z,391,0.0820000171661377,no
74,1585587527085,1585587466604,dummy,advanced,A1,1,2020-03-30T16:58:47Z,2020-03-30T16:57:46Z,392,0.4809999465942383,no
74,1585587587355,1585587527044,dummy,advanced,A1,1,2020-03-30T16:59:47Z,2020-03-30T16:58:47Z,393,0.31100010871887207,no
74,1585587647390,1585587587329,dummy,advanced,A1,1,2020-03-30T17:00:47Z,2020-03-30T16:59:47Z,394,0.06100010871887207,no
74,1585587707436,1585587647354,dummy,advanced,A1,1,2020-03-30T17:01:47Z,2020-03-30T17:00:47Z,395,0.0820000171661377,no
74,1585587767507,1585587707399,dummy,advanced,A1,1,2020-03-30T17:02:47Z,2020-03-30T17:01:47Z,396,0.10800004005432129,no
74,1585587827534,1585587767431,dummy,advanced,A1,1,2020-03-30T17:03:47Z,2020-03-30T17:02:47Z,397,0.10299992561340332,no
74,1585587887590,1585587827484,dummy,advanced,A1,1,2020-03-30T17:04:47Z,2020-03-30T17:03:47Z,398,0.10599994659423828,no
